Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
08/15/2019,RELPAX,RELPAX® (eletriptan hydrobromide) 40 mg tablets,"Drugs,",Microbiological Contamination,Pfizer Inc
08/15/2019,Texas Tripe,Raw frozen pet food,"Animal & Veterinary, Pet Food",Potential to be contaminated with Salmonella and Listeria monocytogenes,Texas Tripe Inc.
08/15/2019,AWERS,Grained Salmon Caviar,"Food & Beverages,",Potential Clostridium Botulinum Contamination,"AWERS, Inc."
08/09/2019,Dole,Baby Spinach,"Food & Beverages, Produce, Vegetable Products",Potential Salmonella contamination,"Dole Fresh Vegetables, Inc."
08/08/2019,"TAT Balm, Naturally HL",4% Lidocaine topical cream & liquid gel products,"Drugs,",Microbiological Contamination and Superpotency,Ridge Properties LLC DBA Pain Relief Naturally
08/02/2019,PreGel,"Lemon 50, powdered flavoring","Food & Beverages,",Undeclared Milk,"PreGel America, Inc."
08/01/2019,Door County Whitefish,Smoked Whitefish Pate,"Food & Beverages,","Undeclared Egg, Soy, and Anchovies",Ruleau Brothers Inc.
08/01/2019,Entenmann’s,Soft Baked Chocolate Chip Cookies,"Food & Beverages,","Due to the potential presence of visible, blue plastic pieces","Bimbo Bakeries USA, Inc."
07/30/2019,Lennox,Pet treat-Pig ears,"Animal & Veterinary,",Potential to be contaminated with Salmonella,Lennox Intl
07/26/2019,Lennox,Pig ears,"Animal & Veterinary,",Potential Salmonella contamination,Lennox Intl
07/26/2019,The Cookie Dough Cafe,Chocolate Chip Cookie Dough Bars,"Food & Beverages,",Undeclared peanuts,Juju Bakes LLC dba The Cookie Dough Cafe
07/25/2019,BIOCELL®,BIOCELL® textured breast implants and tissue expanders,"Medical Devices, General & Plastic Surgery",Due to uncommon incidence of breast implant-associated anaplastic large cell lymphoma (BIA-ALCL),Allergan plc
07/25/2019,"Great Value, HEB",Taco Seasoning Products,"Food & Beverages,",Due to possible presence of Salmonella contamination,Williams Foods LLC
07/24/2019,Herbal Doctor Remedies,Drug products,"Drugs,",All products have been marketed without FDA approval and were manufactured outside of the controls required by current Good Manufacturing Practices (cGMP),Herbal Doctor Remedies
07/24/2019,Tainy Vostoka,Tainy Vostoka Assorted Dry Fruits-Apple,"Food & Beverages,",Sulfites,Euphoria Fancy Food Inc
07/24/2019,"Bucee's, Fresh Thyme and more",Hummus and Dips,"Food & Beverages,",Due to possible contamination with Listeria monocytogenes,"Pita Pal Foods, LP"
07/23/2019,Cadista,"Drospirenone and Ethinyl Estradiol Tablets, USP, 3 mg/ 0.02mg","Drugs,",Due to out of specification (OOS) dissolution results at the 3-month stability time point,Jubilant Cadista Pharmaceuticals Inc.
07/22/2019,Mountain Rose Herbs,Whole Fennel Seed,"Food & Beverages, Spices, Flavors &  Salts",Potential to be contaminated with Salmonella,Mountain Rose Herbs
07/19/2019,Ragu,Pasta sauce,"Food & Beverages, Gravy/Sauces",Potential contamination with plastic fragments,"Mizkan America, Inc."
07/19/2019,Kogenate®,Kogenate® FS antihemophilic factor (recombinant),"Biologics,","Mislabeling-contains the FVIII hemophilia A treatment, Jivi® antihemophilic factor",Bayer
07/19/2019,"Archer Farms, Freskët","egg salad, tuna salad, Thai lobster salad, and deviled egg sandwiches","Food & Beverages, Prepared Food",Due to possible contamination with Listeria monocytogenes,"Elevation Foods, LLC"
07/18/2019,Alaris,Alaris Pump Module Model 8100 and Certain Alaris Pump Infusion Sets,"Medical Devices, Home Use","Weakening of the plastic can lead to damage or separation of the bezel posts which can cause issues with infusion, or unintended delivery of medication when pump module is not in running status",BD
07/17/2019,Northfork Bison Distributions Inc,Bison Burgers & Bison Ground,"Food & Beverages, Meat/Meat Products & Poultry",Has the potential to be contaminated with E. coli: O121 and O103,Northfork Bison Distributions Inc
07/16/2019,Shirakiku,Fish cake products,"Food & Beverages, Prepared Food, Seafood/Seafood Product","Undeclared allergens, (Milk, Egg and Crustacean shellfish)","Wismettac Asian Foods, Inc."
07/16/2019,"Bucee’s, Fresh Thyme, Harris Teeter, other",hummus products,"Food & Beverages, Organic Food / Home Grown",Due to potential Listeria monocytogenes,"Pita Pal Foods, LP"
07/16/2019,OCuSOFT,Prescription (RX) and Over-the-Counter (OTC) Ophthalmic products,"Drugs, Generic Drugs, Prescription Drugs",Due to lack of sterility assurance,"Altaire Pharmaceuticals, Inc.,"
07/16/2019,"Natural Ophthalmics, TRP/Target Up & Up",Over-The-Counter Ophthalmic Products,"Drugs,",Due to lack of sterility assurance,"Altaire Pharmaceuticals, Inc."
07/16/2019,"Accutome, Focus Laboratories, Grandall Distributing Co. Inc. , Prestige",Over-The-Counter Ophthalmic Products,"Drugs,",Due to lack of sterility assurance,Altaire Pharmaceuticals Inc.
07/15/2019,Alvogen,Fentanyl Transdermal System,"Drugs, Prescription Drugs",Due to Product Mislabeling,Alvogen
07/15/2019,Legacy,Losartan Potassium USP,"Drugs, Prescription Drugs",Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA),Legacy Pharmaceutical Packaging
07/15/2019,Due to Potential Contamination of Listeria monocytogenes,Fresh vegetable products,"Food & Beverages,",Due to Potential Contamination of Listeria monocytogenes,Growers Express
07/15/2019,"Altaire Pharmaceuticals, Inc.",OTC and Rx Ophthalmic Products,"Drugs,",Due to lack of sterility assurance,Altaire Pharmaceuticals Inc.
07/15/2019,Equate and Support Harmony,Over-the-Counter (OTC)  drug products,"Drugs,",Potential for nonsterility,"Altaire Pharmaceuticals, Inc."
07/11/2019,PICS,Soy Sauce,"Food & Beverages, Gravy/Sauces",Undeclared Fish,"Baumer Foods, Inc."
07/11/2019,PROBAR,Multiple flavors of Meal Bars,"Food & Beverages, Meal Replacements",Undeclared Milk and Soy,PROBAR
07/11/2019,DaVinci Laboratories of Vermont,"Dim Plex, dietary supplement","Dietary Supplements,",Undeclared Fish,FoodScience Corporation
07/10/2019,Multiple brands,Hamburger and Hot Dog Buns,"Food & Beverages, Bakery Product/Mix",Potential Presence of Small Pieces of Hard Plastic,"Flowers Foods, Inc."
07/10/2019,CVS Health,Multiple Ophthalmic Products,"Drugs, Over-the-Counter Drugs",Due to lack of assurance of sterility,"Altaire Pharmaceuticals, Inc"
07/05/2019,Equate and Support Harmony,Over-the-Counter (OTC)  drug products,"Drugs, Generic Drugs",Potential for nonsterility,"Altaire Pharmaceuticals, Inc."
07/03/2019,Perrigo,Ophthalmic ointments,"Drugs, Generic Drugs",Potential for nonsterility,"Altaire Pharmaceuticals, Inc."
07/03/2019,PSP,Pig ears,"Animal & Veterinary, Animal Feed",Potential Salmonella contamination,Pet Supplies Plus
07/03/2019,Walgreens,Eye drops and ophthalmic ointments,"Drugs,",Potential for nonsterility,"Altaire Pharmaceuticals, Inc."
07/02/2019,"Fresenius Kabi, Novaplus",Fluorouracil Injection,"Drugs, Generic Drugs",Potential for glass particulate,"Fresenius Kabi USA, LLC"
07/01/2019,"Green Giant Fresh, Growers Express, Signature Farms, Trader Joe’s","Butternut squash, cauliflower, zucchini, and butternut squash based veggie bowl products","Food & Beverages, Produce, Vegetable Products",Listeria monocytogenes,Growers Express
06/28/2019,PharMEDium,0.5 mg/mL HYDROmorphone HCl in 0.9% Sodium Chloride 1 mL in 3 mL BD Syringe,"Drugs,","The electronic customer ordering system stated it is sulfite-free, but the product contains sulfite.","PharMEDium Services, LLC"
06/26/2019,Macleods,Losartan Potassium USP tablets and Losartan Potassium/Hydrochlorothiazide combination tablets,"Drugs, Generic Drugs",Presence of NMBA impurity,Macleods Pharmaceutical  Limited
06/26/2019,Aqueon,Aqueon Betta Food,"Animal & Veterinary, Food & Beverages,",Potential Salmonella contamination,Central Aquatics
06/25/2019,Hudson RCl Sheridan,Hudson RCl Sheridan Endotracheal Tubes,"Medical Devices, General Hospital & Personal Use","The connector could disconnect from the endotracheal tube, resulting in insufficient oxygenation of the patient",Teleflex Incorporated
06/21/2019,"Lactaid, Kraft, and more",Various Perishable items,"Food & Beverages,",Products were not held at appropriate temperature during transportation due to mechanical malfunction.,"C&S Wholesale Grocers, Inc"
06/21/2019,Brand Castle and Sisters Gourmet,Cookie and brownie mixes,"Food & Beverages, Human Food Safety",May be contaminated with pathogenic E. coli,"Brand Castle, LLC"
06/21/2019,Penafiel,Unflavored Mineral Spring Water,"Food & Beverages, Bottled Water",Presence of Arsenic,Keurig Dr. Pepper
06/21/2019,Parent's Choice,Advantage Infant Formula Milk Based Powder with Iron,"Food & Beverages, Infant Formula & Foods",Potential presence of metal foreign material,Perrigo Company plc
06/21/2019,Penafiel,Unflavored  Mineral Spring Water,"Food & Beverages,",Presence of Arsenic,Keurig Dr. Pepper
06/20/2019,Infusion Options Inc.,All sterile products within expiry,"Drugs, Generic Drugs",Lack of Sterility Assurance,Infusion Options Inc.
06/20/2019,Great Value and Tipton Grove,Frozen Blackberries and Frozen Mixed Berries,"Food & Beverages,",Norovirus,Alma Pak
06/19/2019,Woodstock,Organic Grilled Red Peppers,"Food & Beverages,",Potential for Listeria monocytogenes,UNFI
06/18/2019,GE Healthcare,Infant warmers GE Healthcare’s Giraffe and Panda i-Res Infant Warmers,"Medical Devices, General Hospital & Personal Use","Bedside panels and latch areas on the beds may crack, break or become damaged if the unit is not properly used",GE Healthcare
06/18/2019,Premier Pharmacy Labs,All Products Intended to be Sterile,"Animal & Veterinary, Drugs, Animal Drugs",Lack of Sterility Assurance,Premier Pharmacy Labs Inc
06/18/2019,Signature Select,Avocado Chunks,"Food & Beverages,",Listeria monocytogenes,Nature’s Touch Frozen Foods West Inc.
06/18/2019,RXQ Compounding LLC,All sterile human and animal products within expiry.,"Animal & Veterinary, Drugs, Animal Drugs",Lack of Sterility Process Assurance,RXQ Compounding LLC
06/17/2019,Sprouts Farmers Market,Frozen Cut Leaf Spinach,"Food & Beverages, Produce, Vegetable Products",Listeria monocytogenes,Sprouts Farmers Market
06/17/2019,Mai sushi my way,"Spicy shrimp tempura crunch roll, Spicy shrimp tempura roll","Food & Beverages, Seafood/Seafood Product, Shellfish",Undeclared eggs,Mai Cuisine Inc.
06/14/2019,Parivar,Dry Dates,"Food & Beverages, Fruit/Fruit Product",High Sulfite Content,SHIVAM DISTRIBUTORS
06/14/2019,Pillsbury BEST,Flour,"Food & Beverages, Bakery Product/Mix",E.coli,Hometown Food Company
06/14/2019,Lay’s,Potato Chips,"Food & Beverages, Snack Food Item",Reason/Problem Undeclared Milk,Frito-Lay North America
06/14/2019,WinCo Foods,Frozen Red Raspberries,"Food & Beverages, Fruit/Fruit Product",Norovirus,"WinCo Foods, LLC"
06/13/2019,King Arthur Flour,Unbleached All-Purpose Flour,"Food & Beverages, Bakery Product/Mix",Presence of Escherichia coli bacteria (E. coli).,"King Arthur Flour, Inc."
06/13/2019,NuMedica & Sovereign Laboratories & Pure Research Products LLC & nutrasumma,Dietary supplement,"Dietary Supplements,",Stenotrophomonas maltophilia,"APS BioGroup, Inc."
06/12/2019,Kirkland Signature,Three Berry Blend,"Food & Beverages, Fruit/Fruit Product",Hepatitis A,"Townsend Farms, Inc."
06/11/2019,GSMS Inc.,Losartan potassium tablets,"Drugs, Generic Drugs",Detection of an impurity – N-Nitroso-N-methyl-4-aminobutyric acid (NMBA),"Teva Pharmaceuticals USA, Inc."
06/11/2019,Kirkland Signature,Three Berry Blend,"Food & Beverages,",Hepatitis A,"Townsend Farms, Inc."
06/10/2019,Karawan & SoCo,Tahini,"Food & Beverages,",Salmonella,Brodt Zenatti Holding LLC
06/07/2019,Private Selection,Frozen Triple Berry Medley,"Food & Beverages, Fruit/Fruit Product",Possible Hepatitis A Contamination,The Kroger Co.
06/05/2019,Whole Foods Market,Specialty Pestos,"Food & Beverages, Allergens, Gravy/Sauces, Labeling","Undeclared Milk, Pine Nuts, Walnuts",North Atlantic Whole Foods Market
06/03/2019,Hamilton,Hamilton G5 Ventilators,"Medical Devices,",Due to user error message resulting in ventilator entering into an ambient state,Hamilton Medical AG
05/31/2019,Candy King - Worms,E-liquid,"Tobacco,",Nicotine content higher than indicated on product label,"Drip More, LP"
05/30/2019,Deep Foods Inc.,Deep Golden Raisins,"Food & Beverages, Snack Food Item",Undeclared Sulfites,Deep Foods Inc.
05/29/2019,"Pecgen DMX,","PECGEN DMX, 16 oz, liquid cough syrup","Drugs, Over-the-Counter Drugs",Incorrect dosage on label,NOVIS PR LLC
05/29/2019,"Pecgen DMX,","PECGEN DMX, 16 oz, liquid cough syrup","Drugs, Over-the-Counter Drugs",Incorrect dosage on label,NOVIS PR LLC
05/28/2019,Baker’s Corner,All Purpose Flour,"Food & Beverages,",Potential presence of E.coli,ADM Milling Co.
05/28/2019,Heritage,"Amikacin Sulfate Injection, USP, 1g/4 mL (250mg/mL) and Prochlorperazine Edisylate Injection, USP, 10mg/2mL (5mg/mL)","Drugs,",Sterility Failure,Heritage Pharmaceuticals Inc.
05/26/2019,Southern States,Various animal feed,"Animal & Veterinary, Livestock Feed",Elevated Aflatoxin Levels,"Cargill, Inc."
05/24/2019,Karawan,Tahini,"Food & Beverages, Seeds",Potential for Salmonella,Brodt Zenatti Holding LLC
05/24/2019,La Bella Extreme Sport,Styling Gel,"Cosmetics, Hair Products",Bacterial Contamination (Burkholderia cepacia and group of related strains),The Village Company
05/24/2019,Norbrook,Veterinary injectable drug products,"Animal & Veterinary, Generic Animal Drugs",Product sterility cannot be assured,Norbrook Laboratories Limited
05/23/2019,Pharm D Solutions,Sterile Compounded Drug Products,"Drugs, Generic Drugs",Lack of sterility assurance,"Pharm D Solutions, LLC"
05/23/2019,Bakers Corner,Flour,"Food & Beverages,",E. coli,ALDI
05/23/2019,Beckman Coulter,Hematology analyzers,"Medical Devices,",Out of Specification Results for,Beckman Coulter
05/23/2019,Bakers Corner,Flour,"Food & Beverages,",E. coli,ADM Milling Co.
05/22/2019,Laxmi,Dried Apricot,"Food & Beverages, Fruit/Fruit Product , Contaminants",Undeclared sulfites,House Of Spices India
05/22/2019,Wegmans,Undeclared milk,"Food & Beverages, Allergens, Seafood/Seafood Product",Undeclared Milk,Wegmans Food Markets
05/22/2019,New Seasons Market,Bacon Shallot Potato Salad,"Food & Beverages, Allergens, Prepared Food",Undeclared egg,New Seasons Market
05/22/2019,purely elizabeth,Granola,"Food & Beverages,",Potential presence of foreign material,purely elizabeth
05/22/2019,Bakers Corner,Flour,"Food & Beverages,",E.coli,ALDI
05/21/2019,Hill’s,Canned Dog Food,"Animal & Veterinary, Pet Food, Animal Feed",Potentially Elevated Levels of Vitamin D,Hill’s Pet Nutrition
05/21/2019,7-Eleven,"‘The Italian Job’ sandwiches, Italian Style Sub","Food & Beverages, Allergens, Egg/Egg Product",Undeclared egg,Hearthside Food Solutions
05/20/2019,Specially Selected,Paleo Maple Almond Granola,"Food & Beverages, Snack Food Item",Potential Presence of Foreign Material,ALDI
05/17/2019,Coolhaus,Dairy Free Horchata Frozen Dessert Sandwich,"Food & Beverages, Ice Cream/Frozen Dairy, Snack Food Item",Undeclared Milk,"Farchitecture BB, LLC, dba Coolhaus"
05/17/2019,Global,Rattan Shoot in Brine,"Food & Beverages, Allergens, Prepared Food",Undeclared Sulfites,US TRADING COMPANY
05/17/2019,Art Cream,Gluten Free Cookies N Cream Ice Cream,"Food & Beverages, Allergens, Ice Cream/Frozen Dairy",Undeclared Pecans,Art Cream
05/15/2019,"GHSW, LLC","Salads, wraps and salad bar trays","Food & Beverages, Prepared Food",Undeclared Soy,"GHSW, LLC"
05/14/2019,Biltmore,Wild Smoked Sockeye Salmon,"Food & Beverages, Fish, Seafood/Seafood Product",Potential to be contaminated with Listeria monocytogenes,"Seven Seas International USA, LLC"
05/12/2019,Promacta,Promacta 12.5 mg oral suspension,"Drugs, Generic Drugs",Due to Potential Peanut Contamination,Novartis
05/10/2019,Deshi,Golden Raisins,"Food & Beverages, Allergens, Snack Food Item",Undeclared sulfites,Deshi Distributors LLC
05/09/2019,Mecox Bay Dairy,Mecox Sunrise Cheese,"Food & Beverages, Cheese/Cheese Product",Listeria monocytogenes,"Mecox Bay Dairy, LLC"
05/09/2019,Silver Bullet,Male enhancement nutritional supplement,"Dietary Supplements, Nutritional Supplement",Undeclared Sildenafil and Tadalafil,Nature's Rx
05/09/2019,EnviroKidz,"Choco Chimps, Gorilla Munch and Jungle Munch cereals","Food & Beverages, Cereal/Breakfast Food",Undeclared Gluten,Nature’s Path Foods
05/07/2019,THE BEAST,THE BEAST capsules,"Dietary Supplements, Nutritional Supplement",Contains undeclared sildenafil,"STIFF BOY, LLC"
05/07/2019,Titanium 4000,Titanium 4000 capsules,"Dietary Supplements, Nutritional Supplement",Undeclared Sildenafil and Tadalafil,D.B.P. Distribution
05/06/2019,Southern States,Various animal feed,"Animal & Veterinary, Animal Feed",Elevated Aflatoxin Levels,"Cargill, Inc."
05/03/2019,Par Pharmaceutical,Mycophenolate Mofetil for injection,"Drugs, Generic Drugs",Foreign Material,"Par Pharmaceutical, Inc."
05/03/2019,Heritage,Losartan Potassium Tablets USP,"Drugs, Generic Drugs",Due to the detection of N-Nitroso-N-methyl-4-aminobutyric acid (NMBA),Vivimed
05/03/2019,Gia Russa,Bread crumbs,"Food & Beverages, Grain/Grain Product",Undeclared walnuts and pecans,"ICCO Cheese Company, Inc."
05/03/2019,"WP Westminster, more","Irbesartan Tablets, USP 75 mg, 150 mg, and 300 mg dosage forms","Drugs, Prescription Drugs",Due to detection of NDEA (N-Nitrosodiethylamine) Impurity,"ScieGen Pharmaceuticals, Inc"
05/03/2019,Baraka,Curry powder,"Food & Beverages, Spices, Flavors &  Salts",Due to Lead,"UBC Food Distributors, Inc"
05/02/2019,Caribeña,Papaya Maradol,"Food & Beverages, Juice",Salmonella,Grande Produce
